time,step,reads,bases,species,prob,err,tAligned,sAligned
Sat Nov 02 18:03:10 CET 2019,220,308,2637832,Bacillus subtilis,0.496903162713751,0.0969031627137505,100,47
Sat Nov 02 18:03:10 CET 2019,220,308,2637832,Citrobacter koseri,0.139008425871645,0.0969031627137505,100,13
Sat Nov 02 18:03:10 CET 2019,220,308,2637832,Enterococcus faecalis,0.128482110082172,0.0969031627137505,100,12
